;Identifiant;ft_2_categ;EXPO;ft_4_categ;ft_5_categ;ft_6_categ;ft_7_categ;ft_8_categ;ft_9_categ;ft_10_categ;ft_11_categ;ft_12_categ;ft_13_categ;ft_14_categ;ft_15_categ;ft_16_categ;ft_17_categ;ft_18_categ;ft_19_categ;superficief;ft_21_categ;ft_23_categ;ft_24_categ;Insee;ft_22_categ_c;target
5904;12935;2013;0.594520548;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1196.0;4;0.0;0;06088;1980.0;0
5905;11055;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3602.0;3;0.0;0;59599;1960.0;1
5906;6948;2016;0.475409836;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;2;0.0;0;13207;1960.0;0
5907;7543;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;8552.0;2;0.0;0;83129;1980.0;1
5908;6109;2015;0.997260274;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1400.0;2;0.0;0;83115;1980.0;1
5909;4136;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2931.0;1;0.0;0;74268;1980.0;0
5910;18657;2012;0.510928962;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1600.0;3;0.0;7;67482;1900.0;0
5911;5573;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;2;0.0;0;64237;1988.0;0
5912;10312;2012;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;11028.0;2;0.0;7;66037;1960.0;0
5913;3744;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;684.0;1;0.0;0;42187;1965.1201847262896;1
5914;1273;2012;0.74863388;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;840.0;2;0.0;0;14118;1960.0;1
5915;6524;2014;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;2800.0;1;0.0;5;13063;1970.0;1
5916;16876;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2950.0;2;0.0;4;69238;2010.0;0
5917;2047;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;2;0.0;0;67447;1980.0;0
5918;18710;2012;0.445355191;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;15000.0;2;0.0;5;57463;1970.0;1
5919;2225;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;746.0;2;0.0;0;68271;1980.0;0
5920;11022;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;150.0;2;0.0;0;13206;1960.0;0
5921;8183;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3600.0;3;0.0;0;2B033;1965.1201847262896;0
5922;12296;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3216.0;1;0.0;0;15014;1980.0;1
5923;16129;2013;1.0;1;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;660.0;2;0.0;4;78481;1950.0;1
5924;14468;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2464.0;2;0.0;0;95018;1960.0;1
5925;17122;2013;0.487671233;0;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;base;1;300.0;2;0.3;2;59636;1930.0;0
5926;18587;2012;0.56010929;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;887.0;1;0.0;4;74279;2007.0;0
5927;3247;2014;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;2;0.0;0;13206;1965.1201847262896;0
5928;3999;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6122.0;3;0.0;0;94041;1980.0;1
5929;6424;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4650.0;2;0.0;0;83069;1980.0;1
5930;14165;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;366.0;1;0.0;0;17411;1988.0;0
5931;8903;2014;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;3138.0;4;0.0;8;06083;1970.0;1
5932;977;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1600.0;1;0.0;0;72132;1980.0;0
5933;350;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1740.0;1;0.0;0;63075;1980.0;0
5934;11973;2013;0.150684932;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3900.0;2;0.0;0;38548;1960.0;0
5935;7179;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;177.0;2;0.0;0;38563;1988.0;0
5936;124;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;560.0;3;0.0;0;83137;1960.0;1
5937;7803;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;4;0.0;0;06083;1980.0;0
5938;9919;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;570.0;2;0.0;0;13204;1965.1201847262896;1
5939;18088;2016;0.99726776;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;eff;2;3700.0;1;0.3;6;50147;1965.0;0
5940;2341;2012;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;800.0;1;0.0;3;49007;1960.0;0
5941;14780;2015;0.747945205;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;200.0;2;0.0;0;31555;1960.0;0
5942;15346;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;3500.0;2;0.3;4;13204;1957.0;1
5943;13991;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;2;0.0;0;13001;1960.0;1
5944;9515;2016;0.99726776;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;5310.0;4;0.0;7;06083;1965.0;0
5945;18128;2014;0.084931507;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;280.0;4;0.0;2;06088;1940.0;0
5946;8366;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;300.0;4;0.6;3;06088;1990.0;0
5947;8890;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2659.0;4;0.0;0;06083;1980.0;1
5948;10292;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1540.0;1;0.0;0;74258;1988.0;0
5949;16964;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2552.0;4;0.3;8;75114;1998.0;0
5950;7635;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1800.0;3;0.0;0;2A004;1960.0;0
5951;5864;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;150.0;2;0.0;0;30133;1980.0;0
5952;14353;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;3;0.0;0;92040;1960.0;0
5953;11865;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;1;840.0;1;0.0;4;74123;1945.0;0
5954;6635;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;650.0;1;0.6;3;86194;1920.0;1
5955;14413;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2208.0;1;0.0;0;13071;1980.0;1
5956;3682;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2500.0;2;0.0;5;63113;1900.0;0
5957;1534;2014;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;2073.0;1;0.3;4;74058;1990.0;0
5958;13643;2016;0.99726776;1;N;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;2146.0;4;0.0;7;75114;1900.0;0
5959;16084;2013;1.0;1;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1200.0;2;0.3;4;34108;1989.0;0
5960;8493;2016;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;340.0;4;0.6;4;06029;1920.0;0
5961;3859;2016;0.99726776;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;1670.0;1;0.0;6;15014;1970.0;0
5962;11353;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;750.0;2;0.0;0;29019;1980.0;0
5963;549;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;2;0.0;0;44109;1960.0;1
5964;18912;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1135.0;3;0.3;5;94058;2000.0;0
5965;18348;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;630.0;2;0.0;2;66037;1961.0;1
5966;18248;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1935.0;1;0.3;2;74243;2012.0;0
5967;1658;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;432.0;2;0.0;0;13215;1960.0;1
5968;8831;2012;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;2685.0;4;0.0;4;06104;1989.0;0
5969;12657;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3100.0;1;0.0;0;16102;1960.0;1
5970;10886;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1278.0;1;0.0;0;74143;1980.0;0
5971;8076;2014;0.41369863;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;59178;1965.1201847262896;0
5972;11795;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4169.0;2;0.0;0;56034;1980.0;0
5973;17009;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3267.0;2;0.0;6;34032;1960.0;0
5974;10044;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1600.0;1;0.0;5;63075;2000.0;0
5975;12817;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;530.0;4;0.0;0;06079;1980.0;0
5976;18343;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;640.0;4;0.0;4;06077;1951.0;0
5977;16116;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;10686.0;2;0.0;10;13206;1976.0;0
5978;18619;2012;0.50273224;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;4250.0;2;0.0;5;62826;1977.0;0
5979;8150;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;500.0;3;0.0;3;38185;1903.0;0
5980;9653;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;342.0;2;0.0;0;66136;1980.0;1
5981;16410;2015;1.0;1;V;N;1;O;1;O;N;O;O;O;AUTRE;IDENTIQUE;V;eff;2;3640.0;4;0.6;8;75101;1890.0;1
5982;13482;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1488.0;3;0.0;0;94067;1960.0;1
5983;2211;2013;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;335.0;2;0.0;0;13204;1965.1201847262896;0
5984;12578;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;914.0;1;0.0;0;43157;1980.0;0
5985;1350;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;285.0;2;0.0;0;69201;1965.1201847262896;0
5986;9826;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;2;0.0;0;13204;1960.0;0
5987;5225;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;240.0;2;0.0;0;64122;1960.0;0
5988;10330;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;1;0.0;0;37261;1988.0;0
5989;11593;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;35.0;4;0.0;0;75116;1965.1201847262896;0
5990;6636;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;650.0;1;0.6;3;86194;1920.0;0
5991;16938;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2051.0;2;0.3;2;66182;1990.0;1
5992;7870;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;525.0;2;0.0;0;60141;1960.0;0
5993;8864;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;4;0.0;0;06083;1965.1201847262896;0
5994;15270;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1400.0;2;0.0;5;83009;2008.0;0
5995;12747;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;430.0;2;0.0;0;95052;1988.0;0
5996;17277;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;250.0;4;0.6;5;06069;1890.0;0
5997;9661;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1260.0;2;0.0;0;13204;1960.0;0
5998;13311;2015;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2640.0;3;0.3;4;67482;1960.0;0
5999;3791;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;561.0;1;0.0;0;91174;1960.0;0
6000;12965;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;605.0;2;0.0;0;83118;1980.0;0
6001;14944;2013;0.915068493;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;550.0;2;0.0;0;29019;1960.0;0
6002;14003;2014;0.246575342;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;1;0.0;0;13056;1988.0;0
6003;5332;2012;0.038251366;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1275.0;3;0.0;0;83137;1960.0;0
6004;15796;2016;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;350.0;2;0.0;3;83137;1950.0;0
6005;9917;2013;0.032876712;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;2;0.0;0;13205;1960.0;1
6006;10398;2014;0.747945205;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1680.0;2;0.0;0;13208;1960.0;1
6007;11227;2015;0.246575342;0;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;pi;2;450.0;2;0.3;2;14220;1950.0;0
6008;369;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;580.0;2;0.0;0;65440;1980.0;0
6009;13668;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;360.0;2;0.0;0;13208;1960.0;0
6010;17288;2012;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;890.0;1;0.0;3;58194;1970.0;0
6011;13720;2016;0.745901639;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;2;0.0;0;13205;1960.0;0
6012;9248;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;870.0;2;0.0;0;59295;1965.1201847262896;1
6013;3188;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;420.0;1;0.0;0;63014;1960.0;0
6014;1586;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5910.0;2;0.0;0;21231;1980.0;0
6015;6407;2015;1.0;0;V;N;V;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;500.0;2;0.0;4;42218;1970.0;1
6016;1845;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;876.0;3;0.0;0;54395;1960.0;0
6017;6603;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1800.0;1;0.0;0;54184;1960.0;0
6018;7644;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;200.0;2;0.0;0;83112;1960.0;0
6019;8208;2016;0.99726776;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;1350.0;3;0.0;6;2B033;1930.0;0
6020;6113;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;700.0;2;0.6;3;83068;1980.0;1
6021;18002;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1029.0;4;0.0;6;75117;1930.0;0
6022;9364;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;3;0.0;0;93049;1965.1201847262896;0
6023;17474;2016;0.99726776;1;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;1;400.0;3;0.0;3;92072;1961.0;0
6024;14789;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;632.0;2;0.0;0;77371;1960.0;1
6025;3873;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;380.0;1;0.0;0;91174;1960.0;0
6026;13648;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;1;0.0;0;54329;1960.0;0
6027;2469;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1330.0;2;0.0;3;14488;1988.0;0
6028;16621;2016;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;700.0;3;0.0;6;92040;1900.0;0
6029;3927;2013;0.142465753;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;7200.0;2;0.0;0;26362;1960.0;0
6030;5847;2013;0.736986301;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;899.0;2;0.0;0;38185;1960.0;0
6031;10932;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;2;0.0;0;57306;1960.0;0
6032;19029;2015;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;12310.0;3;0.0;6;92071;1994.0;1
6033;5224;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;3;0.0;0;94016;1988.0;0
6034;11070;2012;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;225.0;1;0.0;3;17306;1980.0;0
6035;11904;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;770.0;3;0.0;0;93062;1965.1201847262896;0
6036;9703;2016;0.994535519;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1670.0;2;0.0;0;90010;1960.0;0
6037;2760;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;8820.0;2;0.0;0;14118;1980.0;1
6038;5471;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1670.0;1;0.0;0;46042;1980.0;0
6039;11646;2016;0.967213115;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2272.0;2;0.0;0;31557;1988.0;0
6040;16647;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;14350.0;2;0.0;7;57368;1960.0;0
6041;14032;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1765.0;4;0.0;0;75109;1980.0;0
6042;10143;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;2;0.0;0;13205;1965.1201847262896;0
6043;16101;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;3668.0;2;0.6;3;69131;2007.0;0
6044;2009;2016;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;1836.0;1;0.0;3;74011;1999.0;0
6045;17366;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;700.0;2;0.3;2;13204;1942.0;0
6046;1095;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;450.0;2;0.6;5;76540;1900.0;0
6047;18882;2015;1.0;0;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;812.0;3;0.0;4;92071;1880.0;0
6048;13777;2015;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;6010.0;3;0.0;9;92002;1975.0;0
6049;11500;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;750.0;1;0.0;0;33015;1960.0;0
6050;12189;2016;0.967213115;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2980.0;2;0.0;0;31555;1988.0;0
6051;12424;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;200.0;2;0.0;0;30133;1960.0;0
6052;14771;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;534.0;2;0.0;0;34032;1960.0;0
6053;6515;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3200.0;2;0.0;0;68271;1980.0;0
6054;8350;2013;0.942465753;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;270.0;3;0.0;0;59350;1980.0;0
6055;19862;2016;0.75136612;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;4230.0;2;0.0;8;21231;1974.0;0
6056;11876;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;810.0;3;0.0;0;92075;1960.0;0
6057;13900;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2732.0;3;0.0;0;2B353;1980.0;0
6058;4284;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1325.0;3;0.0;0;54395;1960.0;0
6059;19529;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;480.0;2;0.6;3;68013;2003.0;0
6060;4108;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2400.0;2;0.0;0;13206;1965.1201847262896;1
6061;7983;2016;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;350.0;2;0.0;0;83126;1965.1201847262896;0
6062;15233;2014;1.0;1;V;N;1;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;1200.0;3;0.0;4;94068;1960.0;0
6063;13669;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;360.0;2;0.0;0;13208;1960.0;0
6064;13919;2013;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;4400.0;4;1.0;6;06088;1965.0;1
6065;12268;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;149.0;2;0.0;0;44109;1960.0;0
6066;4141;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1773.0;1;0.0;0;74238;1980.0;0
6067;1288;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2075.0;1;0.0;0;88383;1960.0;0
6068;19079;2015;0.161643836;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;432.0;1;0.0;2;10333;1971.0;0
6069;16003;2016;1.0;0;V;N;3;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;pi;2;1200.0;1;0.3;5;03310;1940.0;0
6070;15232;2015;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;1200.0;3;0.0;5;94068;1960.0;0
6071;7505;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;250.0;4;0.0;3;06029;1930.0;0
6072;9618;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;1;1100.0;1;0.3;5;74278;1976.0;0
6073;426;2016;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;765.0;2;0.0;8;13205;1900.0;0
6074;5308;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3400.0;4;0.0;0;06104;1980.0;0
6075;11464;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3137.0;1;0.0;0;07102;1980.0;1
6076;14783;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;700.0;1;0.0;0;54197;1960.0;0
6077;8739;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;4;0.0;0;06159;1960.0;0
6078;10671;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;26220;1980.0;0
6079;15526;2012;1.0;1;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1285.0;3;0.0;5;92073;1970.0;0
6080;1773;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;210.0;2;0.0;0;62160;1965.1201847262896;0
6081;19972;2016;0.147540984;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;200.0;1;0.6;2;21209;2006.0;0
6082;7337;2013;0.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;2;0.0;0;13201;1960.0;0
6083;15810;2015;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;3904.0;1;0.0;4;16015;2005.0;1
6084;9736;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;500.0;2;0.6;4;13201;1950.0;0
6085;19920;2016;0.50273224;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;1;805.0;2;0.6;4;57368;1900.0;0
6086;5481;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1640.0;3;0.0;0;54395;1960.0;0
6087;1487;2015;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;2724.0;2;0.0;5;13209;1960.0;0
6088;13709;2014;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2300.0;3;0.0;0;94067;1980.0;0
6089;12765;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5855.0;1;0.0;0;84007;1988.0;1
6090;1215;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;550.0;2;0.0;0;90010;1960.0;0
6091;13805;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;250.0;1;0.3;3;13056;1950.0;0
6092;8777;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;4;0.0;0;06088;1965.1201847262896;0
